search URL:,https://patents.google.com/?q=testosterone,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US7335379B2,Transdermal pharmaceutical formulation for minimizing skin residues ,Antares Pharma Ipl Ag,"R. Dario Norberto Carrara, Arnaud Grenier, Celine Besse",10/10/03,7/03/06,26/02/08,26/02/08,https://patents.google.com/patent/US7335379B2/en
US6562369B2,Transdermal administration of androgenic drugs hydroxide-releasing agents as permeation enhancers ,"Dermatrends, Inc.","Eric C. Luo, Tsung-Min Hsu",16/12/99,14/12/00,13/05/03,13/05/03,https://patents.google.com/patent/US6562369B2/en
US5861389A,Methods of treating androgen deficiency in men using selective aromatase inhibitors ,Schering Aktiengesellschaft,"Albert Radlmaier, Ursula-Friederike Habenicht, Friedmund Neumann",22/09/94,22/09/95,19/01/99,19/01/99,https://patents.google.com/patent/US5861389A/en
US6901278B1,Methods for reducing the risk of breast cancer in and improving the health of women ,Morris Notelovitz,Morris Notelovitz,29/01/02,29/01/03,31/05/05,31/05/05,https://patents.google.com/patent/US6901278B1/en
US5708038A,Method of using aloe vera as a biological vehicle ,"Univera Pharmaceuticals, Inc.",Robert H. Davis,13/06/96,13/06/96,13/01/98,13/01/98,https://patents.google.com/patent/US5708038A/en
US4863911A,Method for treating male sexual dysfunction ,University Of Florida,"Wesley R. Anderson, Jr., Nicholas S. Bodor, James W. Simpkins",4/08/86,4/08/86,5/09/89,5/09/89,https://patents.google.com/patent/US4863911A/en
US20030152615A1,Enhanced drug delivery in transdermal systems ,"Noven Pharmaceuticals, Inc.",David Houze,18/06/01,30/12/02,14/08/03,,https://patents.google.com/patent/US20030152615A1/en
US6420352B1,Hair loss prevention ,W. Roy Knowles,W. Roy Knowles,19/07/00,11/01/02,16/07/02,16/07/02,https://patents.google.com/patent/US6420352B1/en
US5840327A,Transdermal drug delivery device having enhanced adhesion ,Alza Corporation,"Robert M. Gale, Patricia S. Campbell",21/08/95,15/08/96,24/11/98,24/11/98,https://patents.google.com/patent/US5840327A/en
US6010478A,Trans-mucosal particle delivery ,Powderject Research Limited,"Brian John Bellhouse, John Bell, John Christopher Greenford, David Francis Sarphie",14/02/95,14/08/97,4/01/00,4/01/00,https://patents.google.com/patent/US6010478A/en
US5843468A,Skin permeation enhancer compositions comprising glycerol monolaurate and lauryl acetate ,Alza Corporation,"Terry L. Burkoth, Lina T. Taskovich, Russell D. Beste, Robert M. Gale, Eun Soo Lee, Richard D. Hamlin, Su LL Yum",7/06/95,13/05/96,1/12/98,1/12/98,https://patents.google.com/patent/US5843468A/en
US5656426A,Functionaized hydrophilic acridinium esters ,Chiron Diagnostics Corporation,"Say-Jong Law, Chariklia Sotiriou-Leventis, Anand Natrajan, Qingping Jiang, Peter B. Connolly, John P. Kilroy, Constance R. McCudden, Stephen M. Tirrell",1/08/88,8/04/94,12/08/97,12/08/97,https://patents.google.com/patent/US5656426A/en
US20100173882A1,Steroidal Compositions ,"Lipocine, Inc.","Chandrashekar Giliyar, Nachiappan Chidambaram, Mahesh V. Patel, Srinivasan Venkateshwaran",8/01/09,8/01/09,8/07/10,,https://patents.google.com/patent/US20100173882A1/en
US20110039814A1,Lipid composition ,"Hiep Huatan, Richard Ross","Hiep Huatan, Richard Ross",28/04/08,27/04/09,17/02/11,,https://patents.google.com/patent/US20110039814A1/en
US5906987A,"Treatment of male climacteric disorders with nitric oxide synthase substrates and/or donors, in combination with androgens and/or aromatase inhibitors ","Schering Aktiengesellschaft And Board Of Regents, The University Of Texas System","Kristof Chwalisz, Robert E. Garfield",10/03/97,10/03/97,25/05/99,25/05/99,https://patents.google.com/patent/US5906987A/en
US6436962B1,Arylhydantoin derivatives and uses thereof ,"Merck & Co., Inc.","Jacob M. Hoffman, Mark G. Bock, Robert M. DiPardo, Linda S. Payne, Michael A. Patane",30/09/99,27/09/00,20/08/02,20/08/02,https://patents.google.com/patent/US6436962B1/en
US4239782A,Fish food composition and a process for enhancing the color of fish ,Aquatic Diet Technology Inc.,Robert Cinquemani,16/04/79,16/04/79,16/12/80,16/12/80,https://patents.google.com/patent/US4239782A/en
US6046177A,Sulfoalkyl ether cyclodextrin based controlled release solid pharmaceutical formulations ,"Cydex, Inc.","Valentino J. Stella, Roger A. Rajewski, Venkatramana M. Rao, James W. McGinity, Gerold L. Mosher",5/05/97,13/01/99,4/04/00,4/04/00,https://patents.google.com/patent/US6046177A/en
US5902603A,"Polyurethane hydrogel drug reservoirs for use in transdermal drug delivery systems, and associated methods of manufacture and use ","Cygnus, Inc.","Tung-Fen Chen, Chia-Ming Chiang, Janan Jona, Priti Joshi, Asha Ramdas",14/09/95,13/09/96,11/05/99,11/05/99,https://patents.google.com/patent/US5902603A/en
US6995284B2,Synthesis of selective androgen receptor modulators ,The University Of Tennessee Research Foundation,"James T. Dalton, Duane D. Miller, Yali He, Donghua Yin",24/08/00,22/10/02,7/02/06,7/02/06,https://patents.google.com/patent/US6995284B2/en
US20020013304A1,As-needed administration of an androgenic agent to enhance female sexual desire and responsiveness ,"Wilson Leland F., Tam Peter Y.","Leland Wilson, Peter Tam",28/10/97,27/07/01,31/01/02,,https://patents.google.com/patent/US20020013304A1/en
US20030144203A1,Methods for slowing senescence and treating and preventing diseases associated with senescence ,Voyager Pharmaceutical Corporation,Richard Bowen,19/12/01,18/12/02,31/07/03,,https://patents.google.com/patent/US20030144203A1/en
US20040198706A1,Methods and formulations for transdermal or transmucosal application of active agents ,"Carrara Dario Norberto R., Arnaud Grenier, Celine Besse, Simes Stephen M., Lehman Leah M.","Dario Carrara, Arnaud Grenier, Celine Besse, Stephen Simes, Leah Lehman",11/03/03,10/03/04,7/10/04,,https://patents.google.com/patent/US20040198706A1/en
US20030124176A1,Transdermal and topical administration of drugs using basic permeation enhancers ,"Tsung-Min Hsu, Gricenko Nicole T., Hickey Alan T.J., Jacobson Eric C., Lobello Rose C., Jane Obara, Luo Eric C.","Tsung-Min Hsu, Nicole Gricenko, Alan Hickey, Eric Jacobson, Rose LoBello, Jane Obara, Eric Luo",16/12/99,21/06/02,3/07/03,,https://patents.google.com/patent/US20030124176A1/en
US20040063719A1,Combination therapy using antihypertensive agents and endothelin antagonists ,"Queen's University At Kingston, Callegy Pharmaceuticals, Inc.","Michael Adams, Taben Hale, Jeremy Heaton",26/08/98,2/05/03,1/04/04,,https://patents.google.com/patent/US20040063719A1/en
US20030104041A1,Transdermal and topical administration of drugs using basic permeation enhancers ,"Tsung-Min Hsu, Gricenko Nicole T., Hickey Alan T. J., Jacobson Eric C., Lobello Rose C., Jane Obara, Luo Eric C.","Tsung-Min Hsu, Nicole Gricenko, Alan Hickey, Eric Jacobson, Rose LoBello, Jane Obara, Eric Luo",16/12/99,20/06/02,5/06/03,,https://patents.google.com/patent/US20030104041A1/en
US7022870B2,N-bridged selective androgen receptor modulators and methods of use thereof ,University Of Tennessee Research Foundation,"James T. Dalton, Duane D. Miller, Craig A. Marhefka, Wenqing Gao",17/06/02,17/06/03,4/04/06,4/04/06,https://patents.google.com/patent/US7022870B2/en
US20030022868A1,Selective androgen receptor modulators and methods of use thereof ,"Dalton James T., Miller Duane D., Donghua Yin, Yali He","James Dalton, Duane Miller, Donghua Yin, Yali He",25/06/01,28/02/02,30/01/03,,https://patents.google.com/patent/US20030022868A1/en
US20050033074A1,Multi-substitued selective androgen receptor modulators and methods of use thereof ,"Dalton James T., Miller Duane D., Steiner Mitchell S., Veverka Karen A., Hwang Dong Jin, Jiyun Chen","James Dalton, Duane Miller, Mitchell Steiner, Karen Veverka, Dong Hwang, Jiyun Chen",28/02/02,7/06/04,10/02/05,,https://patents.google.com/patent/US20050033074A1/en
US20090018486A1,Diagnosis and treatment of vericocele and prostate disorders ,"Menachem Goren, Yigal Gat","Menachem Goren, Yigal Gat",13/07/07,13/07/07,15/01/09,,https://patents.google.com/patent/US20090018486A1/en
US5703063A,Phosphocholine drug derivatives ,Amur Research Corp.,Fred I. Chasalow,30/11/94,12/11/96,30/12/97,30/12/97,https://patents.google.com/patent/US5703063A/en
US20040087548A1,"Fused cyclic succinimide compounds and analogs thereof, modulators of nuclear hormone receptor function ","Salvati Mark E., Attar Ricardo M., Gottardis Marco M., Balog James Aaron, Pickering Dacia A., Martinez Rogelio L., Chongping Sun","Mark Salvati, Ricardo Attar, Marco Gottardis, James Balog, Dacia Pickering, Rogelio Martinez, Chongping Sun",27/02/01,14/02/02,6/05/04,,https://patents.google.com/patent/US20040087548A1/en
US20040014761A1,Treatment of female sexual dysfunction with phosphodiesterase inhibitors ,"Place Virgil A., Wilson Leland F., Doherty Paul C., Hanamoto Mark S., Spivack Alfred P., Neil Gesundheit, Bennett Sean R., Jane Doherty","Virgil Place, Leland Wilson, Paul Doherty, Mark Hanamoto, Alfred Spivack, Neil Gesundheit, Sean Bennett, Jane Doherty",28/10/97,22/10/02,22/01/04,,https://patents.google.com/patent/US20040014761A1/en
US20020192310A1,Medical composition for managing hormone balance ,"Bland Jeffrey S., Liska Deann J., Matthew Tripp, Darland Gary K., Lukaczer Daniel O., Robert Lerman","Jeffrey Bland, DeAnn Liska, Matthew Tripp, Gary Darland, Daniel Lukaczer, Robert Lerman",2/02/01,23/01/02,19/12/02,,https://patents.google.com/patent/US20020192310A1/en
US20100136105A1,Pharmaceutical compositions and dosage forms for administration of hydrophobic drugs ,"Lipocine, Inc.","Feng-Jing Chen, Mahesh V. Patel, David T. Fikstad, Huiping Zhang, Chandrashekar Giliyar",30/06/99,24/11/09,3/06/10,,https://patents.google.com/patent/US20100136105A1/en
US20030232792A1,Selective androgen receptor modulators and methods of use thereof ,"Dalton James T., Miller Duane D., Donghua Yin, Yali He","James Dalton, Duane Miller, Donghua Yin, Yali He",24/08/00,15/10/02,18/12/03,,https://patents.google.com/patent/US20030232792A1/en
EP0335545A2,Pharmaceutical formulations for parenteral use ,University Of Florida,Nicholas S. Bodor,29/03/88,20/03/89,4/10/89,,https://patents.google.com/patent/EP0335545A2/en
US20030091620A1,Transdermal drug delivery systems containing quaternary ammonium salts and methods of using the same ,"David Fikstad, Ebert Charles D., Srinivasan Venkateshwaran, Nilssen Lawrence R.","David Fikstad, Charles Ebert, Srinivasan Venkateshwaran, Lawrence Nilssen",8/09/99,21/03/02,15/05/03,,https://patents.google.com/patent/US20030091620A1/en
US20080317844A1,Pharmaceutical Delivery Systems for Hydrophobic Drugs and Compositions Compositions Comprising Same ,"Clarus Therapeutics, Inc.","Robert E. Dudley, Panayiotis P. Constantinides",15/04/05,14/04/06,25/12/08,,https://patents.google.com/patent/US20080317844A1/en
US20020173495A1,Selective androgen receptor modulators and methods of use thereof ,"Dalton James T., Miller Duane D., Donghua Yin, Yali He","James Dalton, Duane Miller, Donghua Yin, Yali He",24/08/00,28/02/02,21/11/02,,https://patents.google.com/patent/US20020173495A1/en
US20050070516A1,As-needed administration of an androgenic agent to enhance female desire and responsiveness ,Vivus Inc.,"Leland Wilson, Peter Tam",28/10/97,16/11/04,31/03/05,,https://patents.google.com/patent/US20050070516A1/en
US20060135460A1,"Methods, assays and compositions for treating retinol-related diseases ","Sytera, Inc.","Kenneth Widder, Jay Lichter",8/12/04,8/12/05,22/06/06,,https://patents.google.com/patent/US20060135460A1/en
WO2002017967A1,Method of increasing testosterone and related steroid concentrations in women ,"Unimed Pharmaceuticals, Inc.",Robert E. Dudley,30/08/00,29/08/01,7/03/02,,https://patents.google.com/patent/WO2002017967A1/en
US20030022875A1,As-needed administration of orally active androgenic agents to enhance female sexual desire and responsiveness ,"Wilson Leland F., Tam Peter Y.","Leland Wilson, Peter Tam",27/07/01,27/07/01,30/01/03,,https://patents.google.com/patent/US20030022875A1/en
US20040260108A1,Metabolites of selective androgen receptor modulators and methods of use thereof ,"Dalton James T., Miller Duane D., Donghua Yin, Yali He","James Dalton, Duane Miller, Donghua Yin, Yali He",25/06/01,20/05/04,23/12/04,,https://patents.google.com/patent/US20040260108A1/en
US5098908A,17β-hydroxybenzoyl-4-aza-5α-androst-1-en-3-ones as testosterone reductase inhibitors ,"Merck & Co., Inc.","Nathan G. Steinberg, Gary H. Rasmusson, Thomas N. Salzmann",20/06/90,20/06/90,24/03/92,24/03/92,https://patents.google.com/patent/US5098908A/en
US20050245492A1,Use of equol for treating skin diseases ,"Lephart Edwin D, Lund Trent D, Reginald Setchell Kenneth D, Handa Robert J","Edwin Lephart, Trent Lund, Kenneth Reginald Setchell, Robert Handa",28/04/04,17/02/05,3/11/05,,https://patents.google.com/patent/US20050245492A1/en
US20050038110A1,Selective androgen receptor modulators and methods of use thereof ,"Steiner Mitchell S., Dalton James T., Miller Duane D., Veverka Karen A.","Mitchell Steiner, James Dalton, Duane Miller, Karen Veverka",24/08/00,9/06/04,17/02/05,,https://patents.google.com/patent/US20050038110A1/en
US20100286106A1,Methods and apparatus for treating the prostate ,"Yigal Gat, Menachem Goren","Yigal Gat, Menachem Goren",10/03/08,13/07/08,11/11/10,,https://patents.google.com/patent/US20100286106A1/en
US4898920A,"Adhesive compositions, controlled release compositions and transdermal delivery device ",Dow Corning Corporation,"Chi-Long Lee, Katherine L. Ulman",15/10/87,15/10/87,6/02/90,6/02/90,https://patents.google.com/patent/US4898920A/en
US7395111B2,Transdermal delivery system for water insoluble drugs ,Transpharma Medical Ltd.,"Galit Levin, Meir Stern, Dorit Daniel",31/10/02,27/04/05,1/07/08,1/07/08,https://patents.google.com/patent/US7395111B2/en
US5035894A,Controlled release compositions and transdermal drug delivery device ,Dow Corning Corporation,"Chi-Long Lee, Katherine L. Ulman",15/10/87,8/09/89,30/07/91,30/07/91,https://patents.google.com/patent/US5035894A/en
US5422262A,Steroid 5a reductase nucleic acid segments and recombinant vectors and host cells ,"Board Of Regents, The University Of Texas System","Sefan Andersson, David W. Russell",30/04/90,18/11/91,6/06/95,6/06/95,https://patents.google.com/patent/US5422262A/en
US20010051166A1,Hydroxide-releasing agents as skin permeation enhancers ,"Luo Eric C., Jacobson Eric C., Tsung-Min Hsu","Eric Luo, Eric Jacobson, Tsung-Min Hsu",16/12/99,14/12/00,13/12/01,,https://patents.google.com/patent/US20010051166A1/en
US20030181728A1,"Fused heterocyclic compounds and analogs thereof, modulators of nuclear hormone receptor function ","Salvati Mark E., Balog James Aaron, Pickering Dacia A., Hong Zhu","Mark Salvati, James Balog, Dacia Pickering, Hong Zhu",19/12/01,18/12/02,25/09/03,,https://patents.google.com/patent/US20030181728A1/en
US20050054623A1,Method for treating erectile dysfunction and increasing libido in men ,Dudley Robert E.,Robert Dudley,30/08/00,25/02/04,10/03/05,,https://patents.google.com/patent/US20050054623A1/en
US20060280783A1,Method and composition for transdermal drug delivery ,Acrux Dds Pty Ltd.,"Tony DiPietro, Andrew Humberstone, Igor Gonda, Adam Watkinson, Monique Robinson, Kerrie Setiawan, Carolyn Stone, Nina Wilkins",3/06/05,2/06/06,14/12/06,,https://patents.google.com/patent/US20060280783A1/en
US6312715B1,Adhesive microsphere drug delivery composition ,3M Innovative Properties Company,"Adam S. Cantor, Hye-Ok Choi, Joaquin Delgado, Chan U. Ko, Thu-Van Tran",1/05/98,1/05/98,6/11/01,6/11/01,https://patents.google.com/patent/US6312715B1/en
US2705237A,Process for producing steroid trienes ,Syntex Sa,"Djerassi Carl, Rosenkranz George, Kaufmann Stephen, Pataki John, Romo Jesus",28/03/50,28/03/50,29/03/55,29/03/55,https://patents.google.com/patent/US2705237A/en
US20060058241A1,Methods of treating disorders having a component of mercury toxicity ,"Geier Mark R, Geier David A","Mark Geier, David Geier",16/09/04,13/09/05,16/03/06,,https://patents.google.com/patent/US20060058241A1/en
US20060009529A1,Synthesis of selective androgen receptor modulators ,"Dalton James T, Miller Duane D, Donghua Yin, Yali He","James Dalton, Duane Miller, Donghua Yin, Yali He",27/11/96,23/02/05,12/01/06,,https://patents.google.com/patent/US20060009529A1/en
US6267984B1,Skin permeation enhancer compositions comprising a monoglyceride and ethyl palmitate ,Alza Corporation,"Russell D. Beste, Richard D. Hamlin",22/12/97,17/12/98,31/07/01,31/07/01,https://patents.google.com/patent/US6267984B1/en
US6838484B2,Formulations comprising selective androgen receptor modulators ,University Of Tennessee Research Foundation,"Mitchell S. Steiner, Karen A. Veverka, James T. Dalton, Duane D. Miller, Yali He, Donghua Yin",24/08/00,15/10/02,4/01/05,4/01/05,https://patents.google.com/patent/US6838484B2/en
US5849480A,Process and device for assaying a hapten ,Bio Merieux,"Philippe Cros, Robin Kurfurst, Nicole Battail, Nadia Piga",11/06/93,10/06/94,15/12/98,15/12/98,https://patents.google.com/patent/US5849480A/en
US20050042294A1,"Prevention of molecular weight reduction of the polymer, impurity formation and gelling in polymer compositions ","Thanoo Bagavathikanun C., James Murtagh, Gonto Johns","Bagavathikanun Thanoo, James Murtagh, Gonto Johns",18/07/03,19/07/04,24/02/05,,https://patents.google.com/patent/US20050042294A1/en
US20080076829A1,Substituted acylanilides and methods of use thereof ,"Dalton James T, Miller Duane D","James Dalton, Duane Miller",24/08/06,24/08/07,27/03/08,,https://patents.google.com/patent/US20080076829A1/en
US20070082039A1,"Synthesis of fatty alcohol esters of alpha-hydroxy carboxylic acids, the use of the same as percutaneous permeation enhancers, and topical gels for the transdermal delivery of steroids ","Jones Gerald S Jr, St Laurent Joseph P, Goodrich Scott A","Gerald Jones, Joseph St. Laurent, Scott Goodrich",18/10/04,27/09/06,12/04/07,,https://patents.google.com/patent/US20070082039A1/en
US20080076828A1,Substituted acylanilides and methods of use thereof ,"Dalton James T, Miller Duane D","James Dalton, Duane Miller",12/07/06,12/07/07,27/03/08,,https://patents.google.com/patent/US20080076828A1/en
US20080033027A1,Drug combination pharmaceutical compositions and methods for using them ,"Vicus Therapeutics Spe 1, Llc","Newell Bascomb, John Maki, Frederic S. Young",21/03/05,28/07/06,7/02/08,,https://patents.google.com/patent/US20080033027A1/en
US5889042A,Method of treating diseases and conditions with estrogen agonists and antagonists ,Pfizer Inc.,"David B. MacLean, David D. Thompson",28/02/96,21/02/97,30/03/99,30/03/99,https://patents.google.com/patent/US5889042A/en
US20060183931A1,Multi-substituted selective androgen receptor modulators and methods of use thereof ,"Dalton James T, Miller Duane D, Steiner Mitchell S, Veverka Karen A, Hwang Dong J, Jiyun Chen","James Dalton, Duane Miller, Mitchell Steiner, Karen Veverka, Dong Hwang, Jiyun Chen",28/02/02,24/02/03,17/08/06,,https://patents.google.com/patent/US20060183931A1/en
US20070196433A1,Methods and devices for the sustained release of multiple drugs ,The Massachusetts General Hospital Corporation,"Eyal Ron, Robert Langer, William Crowley",29/04/03,29/04/04,23/08/07,,https://patents.google.com/patent/US20070196433A1/en
US6632419B2,Increasing libido in humans via acute testosterone administration ,"Aradigm Corporation, Robert Cole","Reid M. Rubsamen, Robert Cole",4/05/99,19/03/01,14/10/03,14/10/03,https://patents.google.com/patent/US6632419B2/en
US5688765A,Ocular therapy in Sjogren's syndrome using topically applied androgensor TGF-β ,"The Schepens Eye Research Institute, Inc.",David A. Sullivan,21/04/92,7/06/95,18/11/97,18/11/97,https://patents.google.com/patent/US5688765A/en
US6248358B1,Bioadhesive progressive hydration tablets and methods of making and using the same ,"Columbia Laboratories, Inc.","William J. Bologna, Howard L. Levine, Philippe Cartier, Dominique de Ziegler",25/08/98,23/08/99,19/06/01,19/06/01,https://patents.google.com/patent/US6248358B1/en
US7921999B1,Peelable pouch for transdermal patch and method for packaging ,"Watson Laboratories, Inc.",Michael W. Kimball,20/12/01,21/12/06,12/04/11,12/04/11,https://patents.google.com/patent/US7921999B1/en
US20030186892A1,Enhancement of endogenous gonadotropin production ,Rajneesh Taneja,Rajneesh Taneja,28/03/02,28/03/02,2/10/03,,https://patents.google.com/patent/US20030186892A1/en
US20040087557A1,Treating muscle wasting with selective androgen receptor modulators ,"Steiner Mitchell S., Veverka Karen A., Dalton James T., Miller Duane D.","Mitchell Steiner, Karen Veverka, James Dalton, Duane Miller",6/12/01,5/12/02,6/05/04,,https://patents.google.com/patent/US20040087557A1/en
US20040186086A1,Use of estrogen compounds to increase libido in women ,"Bunschoten Evert Johannes, Herman Jan Tijmen Coelingh Bennink, Holinka Christian Franz","Evert Bunschoten, Herman Jan Tijmen Coelingh Bennink, Christian Holinka",18/05/01,17/05/02,23/09/04,,https://patents.google.com/patent/US20040186086A1/en
US20030190381A1,Medical composition for balancing bodily processes ,"Bland Jeffrey S., Liska Deann J., Krumhar Kim C., Matthew Tripp, Darland Gary K., Robert Lerman, Lukaczer Daniel O.","Jeffrey Bland, DeAnn Liska, Kim Krumhar, Matthew Tripp, Gary Darland, Robert Lerman, Daniel Lukaczer",2/02/01,27/01/03,9/10/03,,https://patents.google.com/patent/US20030190381A1/en
US20040077606A1,Fused cyclic modulators of nuclear hormone receptor function ,"Salvati Mark E., Balog James Aaron, Weifang Shan, Soren Giese, Harikrishnan Lalgudi S.","Mark Salvati, James Balog, Weifang Shan, Soren Giese, Lalgudi Harikrishnan",28/06/00,18/12/02,22/04/04,,https://patents.google.com/patent/US20040077606A1/en
US5223262A,Transdermal delivery system utilizing one way membranes ,University Of Utah,"Sung W. Kim, Teruo Okano, Soon H. Yuk",23/02/89,10/08/90,29/06/93,29/06/93,https://patents.google.com/patent/US5223262A/en
US5431881A,Treatment of hair loss and dermatological problems ,Palacios; Henry J.,Henry J. Palacios,10/12/93,10/12/93,11/07/95,11/07/95,https://patents.google.com/patent/US5431881A/en
US5574011A,Compositions and methods for the treatment of male-pattern baldness ,Tien; Henry C.,Henry C. Tien,4/04/95,4/04/95,12/11/96,12/11/96,https://patents.google.com/patent/US5574011A/en
US5952319A,Androgenic steroid compounds and a method of making and using the same ,Research Triangle Institute,"C. Edgar Cook, John A. Kepler, Yue-Wei Lee, Mansukh C. Wani",26/11/97,26/11/97,14/09/99,14/09/99,https://patents.google.com/patent/US5952319A/en
US20040087810A1,Irreversible selective androgen receptor modulators and methods of use thereof ,"Dalton James T., Miller Duane D., Steiner Mitchell S., Veverka Karen A., Kirkovsky Leonid I., Arnab Mukherjee, Hwang Dong Jin","James Dalton, Duane Miller, Mitchell Steiner, Karen Veverka, Leonid Kirkovsky, Arnab Mukherjee, Dong Hwang",23/10/02,24/02/03,6/05/04,,https://patents.google.com/patent/US20040087810A1/en
US20040260092A1,Large-scale synthesis of selective androgen receptor modulators ,"Miller Duane D., Veverka Karen A., Kiwon Chung","Duane Miller, Karen Veverka, Kiwon Chung",13/01/03,12/01/04,23/12/04,,https://patents.google.com/patent/US20040260092A1/en
US20060004042A1,Formulations comprising selective androgen receptor modulators ,"Dalton James T, Miller Duane D, Veverka Karen A","James Dalton, Duane Miller, Karen Veverka",23/08/01,5/01/05,5/01/06,,https://patents.google.com/patent/US20060004042A1/en
US20070196452A1,Flux-enabling compositions and methods for dermal delivery of drugs ,"Jie Zhang, Warner Kevin S, Sanjay Sharma","Jie Zhang, Kevin Warner, Sanjay Sharma",7/06/04,14/12/06,23/08/07,,https://patents.google.com/patent/US20070196452A1/en
US20060276540A1,Selective androgen receptor modulators ,"Dalton James T, Miller Duane D, Yali He, Donghua Yin","James Dalton, Duane Miller, Yali He, Donghua Yin",24/08/00,14/02/06,7/12/06,,https://patents.google.com/patent/US20060276540A1/en
US20040220118A1,Medical composition for balancing bodily processes ,"Bland Jeffrey S., Liska Deann J., Krumhar Kim Carleton, Tripp Matthew L., Darland Gary K., Lerman Robert H., Lukaczer Daniel O.","Jeffrey Bland, DeAnn Liska, Kim Krumhar, Matthew Tripp, Gary Darland, Robert Lerman, Daniel Lukaczer",2/02/01,11/12/03,4/11/04,,https://patents.google.com/patent/US20040220118A1/en
US4314821A,Sandwich immunoassay using piezoelectric oscillator ,Minnesota Mining And Manufacturing Company,Thomas K. Rice,9/04/79,28/07/80,9/02/82,9/02/82,https://patents.google.com/patent/US4314821A/en
US5780050A,Drug delivery compositions for improved stability of steroids ,"Theratech, Inc.","Uday Jain, Srinivasan Venkateshwaran, Charles D. Ebert",20/07/95,20/07/95,14/07/98,14/07/98,https://patents.google.com/patent/US5780050A/en
US7090830B2,Drug condensation aerosols and kits ,"Alexza Pharmaceuticals, Inc.","Ron L. Hale, Craig C. Hodges, Peter M. Lloyd, Amy T. Lu, Daniel J. Myers, Joshua D. Rabinowitz, Martin J. Wensley",24/05/01,20/11/03,15/08/06,15/08/06,https://patents.google.com/patent/US7090830B2/en
US6319682B1,Methods and systems for assessing biological materials using optical and spectroscopic detection techniques ,"Cytoscan Sciences, L.L.C.",Daryl W. Hochman,4/10/95,31/07/00,20/11/01,20/11/01,https://patents.google.com/patent/US6319682B1/en
US6573063B2,Methods and systems for assessing biological materials using optical and spectroscopic detection techniques ,"Cytoscan Sciences, Llc",Daryl W. Hochman,4/10/95,30/10/01,3/06/03,3/06/03,https://patents.google.com/patent/US6573063B2/en
US5116605A,Composition and skin treatment method therewith for mitigating acne and male-pattern baldness ,Alt John P,John P. Alt,9/03/89,5/12/91,26/05/92,26/05/92,https://patents.google.com/patent/US5116605A/en
US4098802A,Oral pharmaceutical preparation having androgenic activity ,Akzona Incorporated,Johannes van der Vies,18/02/75,28/05/76,4/07/78,4/07/78,https://patents.google.com/patent/US4098802A/en
US5882676A,Skin permeation enhancer compositions using acyl lactylates ,Alza Corporation,"Eun Soo Lee, Su Il Yum",26/05/95,26/05/95,16/03/99,16/03/99,https://patents.google.com/patent/US5882676A/en
US5872150A,Treatment of prostate disease with a nonsteroidal anti-androgenic compound ,"Merck & Co., Inc.","Alex Elbrecht, Jeffrey H. Toney",1/03/96,26/02/97,16/02/99,16/02/99,https://patents.google.com/patent/US5872150A/en
US6025468A,Artificial T helper cell epitopes as immune stimulators for synthetic peptide immunogens including immunogenic LHRH peptides ,"United Biomedical, Inc.",Chang Yi Wang,20/06/98,20/06/98,15/02/00,15/02/00,https://patents.google.com/patent/US6025468A/en
US20060258628A1,"Compositions comprising 5-alpha reductase inhibitors, and SARMs and methods of use thereof ","Steiner Mitchell S, Veverka Karen A, Miller Duane D","Mitchell Steiner, Karen Veverka, Duane Miller",20/07/04,20/07/04,16/11/06,,https://patents.google.com/patent/US20060258628A1/en
US6534516B1,Androgen receptor modulator compounds and methods ,Ligand Pharmaceuticals Incorporated,"James P Edwards, Robert Higuchi, Todd K Jones, Lawrence G Hamann",27/06/96,24/11/99,18/03/03,18/03/03,https://patents.google.com/patent/US6534516B1/en
US20040019063A1,Bicyclic modulators of androgen receptor function ,"Chongqing Sun, Lawrence Hamann, David Augeri, Yingzhi Bi, Jeffrey Robl, Yanting Huang, Tammy Wang, Alexandra Holubec, Ligaya Simpkins","Chongqing Sun, Lawrence Hamann, David Augeri, Yingzhi Bi, Jeffrey Robl, Yanting Huang, Tammy Wang, Alexandra Holubec, Ligaya Simpkins",17/05/02,15/05/03,29/01/04,,https://patents.google.com/patent/US20040019063A1/en
US6592545B1,Particle delivery ,Powderject Research Limited,"Brian John Bellhouse, John Bell, Huw Richard Millward, Monisha Jane Phillips, Samih M. Nabulsi",23/12/94,15/03/99,15/07/03,15/07/03,https://patents.google.com/patent/US6592545B1/en
US4346709A,Drug delivery devices comprising erodible polymer and erosion rate modifier ,Alza Corporation,Edward E. Schmitt,10/11/80,10/11/80,31/08/82,31/08/82,https://patents.google.com/patent/US4346709A/en
US20060193789A1,Film forming foamable composition ,Foamix Ltd.,"Dov Tamarkin, Doron Friedman, Meir Eini",25/10/02,23/01/06,31/08/06,,https://patents.google.com/patent/US20060193789A1/en
US4746674A,Melatonin compositions and uses thereof ,Cellena (Cell Engineering) Ag,"Walter Pierpaoli, William Regelson",27/08/85,27/08/85,24/05/88,24/05/88,https://patents.google.com/patent/US4746674A/en
